headliner,support,year,date,time,ticket_price,
How To Dress Well,"Ex Reyes, Swan Lingo",2016,Thursday Oct 6,7:00 PM,"			 $20       ",
Little Boots (DJ Set),Ozker,2016,Wednesday Oct 5,10:00 PM,"			 $10 - $15       ",
Quantic Live,,2016,Tuesday Oct 4,7:00 PM,"			 $18       ",
Levellers,ROM,2016,Monday Oct 3,7:00 PM,"			 $25       ",
Kula Shaker,The Beginnerâ€™s Mynd,2016,Sunday Oct 2,7:00 PM,"			 $22       ",
REV909: Daft Punk/French House Tribute & Indie Dance Classics,"Will Eastman, Ozker",2016,Saturday Oct 1,10:00 PM,"			 $10       ",
Crystal Fighters (CANCELLED),,2016,Saturday Oct 1,7:00 PM,"			 $20       ",
Sam Feldt & Bakermat (at 9:30 Club),,2016,Friday Sep 30,11:00 PM,"			 $26       ",
Phunk the System,"Krafty Kuts, Qdup, Proxxy & Lantern vs DJ Throdown, Ciconte",2016,Friday Sep 30,10:30 PM,"			 $10.00       ",
IAMX,Cellars,2016,Friday Sep 30,7:00 PM,"			 $25       ",
Le Youth,"Pat Lok, Futurewife",2016,Thursday Sep 29,10:00 PM,"			 $12       ",
Andrew Luce & Vincent,Bortz,2016,Wednesday Sep 28,10:00 PM,"			 $10       ",
TroyBoi: The Mantra Tour,"FatherDude, GypZ",2016,Saturday Sep 24,10:00 PM,"			 $18       ",
Will Atkinson (open to close),,2016,Friday Sep 23,10:30 PM,"			 $20       ",
Selah Sue,Polly A,2016,Friday Sep 23,7:00 PM,"			 $20       ",
Big Dub Reunion with 2rip & Nolweez,"Toy Maka, Obscure b2b Hogan, Riza",2016,Thursday Sep 22,9:00 PM,"			 $5       ",
HÃ†LOS (CANCELLED),,2016,Thursday Sep 22,7:00 PM,"			 $15       ",
Tourist,"Jim-E Stack, Steven Faith",2016,Wednesday Sep 21,9:00 PM,"			 $15       ",
Will Eastman (open to close),Special Guests,2016,Saturday Sep 17,10:30 PM,"			 $10       ",
Lucky Chops,Lawrence,2016,Saturday Sep 17,7:00 PM,"			 $17       ",
Audion (live),"Outputmessage, Throe",2016,Friday Sep 16,10:00 PM,"			 $15 - $18       ",
Krewella,,2016,Thursday Sep 15,8:00 PM,"			 $49       ",
The Album Leaf,Rituals of Mine (formerly Sister Crayon),2016,Wednesday Sep 14,7:00 PM,"			 $20       ",
Julien Baker,Grayling,2016,Monday Sep 12,7:00 PM,"			 $18       ",
"Basecamp, Vindata, Whethan",Blaise James,2016,Saturday Sep 10,11:30 PM,"			 $10.00 - $20.00       ",
Thirdstory (NEW DATE),Jennah Bell,2016,Saturday Sep 10,7:00 PM,"			 $15       ",
Gold Panda (live),"Open Mike Eagle, Nature Rage",2016,Friday Sep 9,10:00 PM,"			 $15       ",
Sleigh Bells,Miya Folick,2016,Wednesday Sep 7,7:00 PM,"			 $25       ",
Family Night,"Jerome Baker III, Rex Riot, Lean Quatifah, Mista Selecta, Kristy La Rat, Brad Piff",2016,Saturday Sep 3,10:30 PM,"			 $5       ",
Wifisfuneral,"Ski Mask the Slump God, Danny Towers, Young $wank",2016,Saturday Sep 3,7:00 PM,"			 $15       ",
Grandmaster Flash,,2016,Friday Sep 2,10:30 PM,"			 $15       ",
Bit Funk,Juan Zapata,2016,Friday Sep 2,10:30 PM,"			 $10       ",
Bibi Bourelly,PJ,2016,Friday Sep 2,7:00 PM,"			 $15       ",
Buku & P0gman,"Tre Justice b2b 2rip b2b The Banditz, Rocholl",2016,Saturday Aug 27,10:00 PM,"			 $17 - $20       ",
JUICE,"Ducky Dynamo, Kristy La Rat, Jacq Jill, The Lothario",2016,Friday Aug 26,10:00 PM,"			 $5.00       ",
Butch Walker,"The Wind and The Wave, Suzanne Santo",2016,Wednesday Aug 24,7:00 PM,"			 $25       ",
Gallant,Eryn Allen Kane,2016,Tuesday Aug 23,7:00 PM,"			 $22       ",
Lil Yachty,,2016,Sunday Aug 21,7:00 PM,"			 $19.50       ",
dj lisa frank. rush plus. jett chandon.,"DJ Lisa Frank, Rush Plus, Jett Chandon",2016,Saturday Aug 20,10:00 PM,"			 $5       ",
Mark Sherry (open to close),,2016,Friday Aug 19,10:00 PM,"			 $15       ",
Alix Perez & Lenzman,,2016,Thursday Aug 18,10:00 PM,"			 $15       ",
Moombahton Massive Reunion,,2016,Saturday Aug 13,10:00 PM,"			 $12       ",
Mr. Scruff (open to close),,2016,Friday Aug 12,10:00 PM,"			 $10       ",
Kanye vs. the World: Yeezy vs. Missy,"Ayes Cold, Jerome Baker III",2016,Thursday Aug 11,10:00 PM,"			 $5       ",
Juliette Lewis,The New Regime,2016,Wednesday Aug 10,7:00 PM,"			 $20       ",
Everything Everything,Night Kitchen,2016,Monday Aug 8,7:00 PM,"			 $18       ",
Ben Browning (Cut Copy) DJ Set,"Cerulean City, MartÃ_n Miguel",2016,Saturday Aug 6,10:30 PM,"			 $5       ",
The Hush Sound,"Merriment, Falls",2016,Saturday Aug 6,7:00 PM,"			 $18       ",
SSION,"SISTR Mid9ight, MIXTAPE DJs (Shea Van Horn + Matt Bailer)",2016,Friday Aug 5,10:00 PM,"			 $18       ",
RUSS: Did It My Way Tour,,2016,Sunday Jul 31,7:00 PM,"			 $15       ",
Full Cycle Tour,"Roni Size, Krust, Dynamite MC",2016,Saturday Jul 30,10:00 PM,"			 $15       ",
DC DnB Night,"Vanniety Kills vs. Seany Ranks, Slant vs. Ken Lazee, Brothers Brau vs. Locks",2016,Saturday Jul 30,10:00 PM,"			 $5       ",
SG Lewis (DJ Set),"Lance Neptune, Flash Frequency",2016,Friday Jul 29,10:00 PM,"			 $10       ",
LindstrÃ¸m,"Will Eastman, Mr. Bonkerz",2016,Thursday Jul 28,10:00 PM,"			 $15       ",
Club Cheval (live),"Seba Yuri b2b Special Guest, Nick AM",2016,Wednesday Jul 27,9:00 PM,"			 $15 - $25       ",
LP,Lauren Ruth Ward,2016,Tuesday Jul 26,7:00 PM,"			 $15       ",
Vic Mensa,Joey Purp,2016,Sunday Jul 24,7:00 PM,"			 $27.50       ",
Marvel Years,"Choppy Oppy, Bill & Ed, Thomas Marlar",2016,Saturday Jul 23,10:30 PM,"			 $10       ",
BJ The Chicago Kid,"Elhae, Tish Hyman, Reesa Renee",2016,Saturday Jul 23,7:00 PM,"			 $20       ",
Robag Wruhme,Throe,2016,Friday Jul 22,10:30 PM,"			 $10       ",
Cure Brain Cancer Foundation Fundraiser,"Chris Nitti, Throe, Taiga",2016,Friday Jul 22,10:30 PM,"			 $5       ",
Young Summer,"Indiginis, The Galaxy Electric",2016,Friday Jul 22,7:00 PM,"			 $15       ",
Kanye vs. the World: Yeezy vs. Hova,"Jahsonic, Harry Hotter",2016,Thursday Jul 21,10:00 PM,"			 $5       ",
Danny Byrd & G-DUB,Slee-P & Rawphikki,2016,Wednesday Jul 20,10:00 PM,"			 $10 - $15       ",
REV909: Daft Punk/French House Tribute & Indie Dance Classics,"Will Eastman, Ozker",2016,Saturday Jul 16,10:00 PM,"			 $10 - $12       ",
Magda,Navbox,2016,Friday Jul 15,10:30 PM,"			 $12.00       ",
Mike Cooley,,2016,Friday Jul 15,7:00 PM,"			 $25       ",
Gorgon City (DJ Set),Trev-ski,2016,Thursday Jul 14,10:00 PM,"			 $25       ",
So Far Gone Drake Night,"Gun$ Garcia, Magglezzz",2016,Saturday Jul 9,10:00 PM,"			 $10       ",
JUICE,"Alex DB, Ayes Cold, Jacq Jill, Jett Chandon, Mane Squeeze",2016,Friday Jul 8,10:00 PM,"			 $5       ",
Divine Council,M.I.L.F.,2016,Thursday Jul 7,9:00 PM,"			 $10       ",
Zella Day,DJ Alkimist,2016,Wednesday Jul 6,7:00 PM,"			 $20       ",
THE BIG BOOM ft. The Golden Pony,"Fort Knox Five ft. Qdup, Dirty Looks, Juan Zapata",2016,Sunday Jul 3,9:30 PM,"			 $10       ",
Anamanaguchi (DJ Set) & Skylar Spence,Carpainter,2016,Saturday Jul 2,10:00 PM,"			 $12       ",
Family Night,"Basscamp, Rex Riot, Proper Villains, Billy The Gent, Spinser Tracy, Ayes Cold, Jacq Jill",2016,Friday Jul 1,10:00 PM,"			 $5       ",
Kanye vs. the World: Yeezy vs. Drizzy,"Jerome Baker III, Ayes Cold",2016,Thursday Jun 30,10:00 PM,"			 $5       ",
Tale Of Us,Rush Plus,2016,Wednesday Jun 29,9:00 PM,"			 $20       ",
Solid Stone (open to close),,2016,Saturday Jun 25,10:30 PM,"			 $15.00       ",
Ladyhawke,Psychic Twin,2016,Saturday Jun 25,7:00 PM,"			 $20       ",
Jerry Folk,alexNOIZE,2016,Friday Jun 24,10:00 PM,"			 $10       ",
The Low Anthem,River Whyless,2016,Friday Jun 24,7:00 PM,"			 $18       ",
Nosaj Thing,Sami,2016,Thursday Jun 23,10:00 PM,"			 $10       ",
DVSN,,2016,Tuesday Jun 21,7:00 PM,"			 $20       ",
REZZ,Basscamp,2016,Saturday Jun 18,10:00 PM,"			 $15       ",
International Soul Society Festivalâ„¢ Urban Arts Festival & Dance Competitions,,2016,Saturday Jun 18,2:00 PM,"			 $15       ",
Saeed Younan,Rez Ekbatan,2016,Friday Jun 17,10:30 PM,"			 $10       ",
White Ford Bronco: DC's All 90s Band,,2016,Friday Jun 17,7:00 PM,"			 $20       ",
R&B ONLY,"DJ Printz, Supreme The DJ, Jabari",2016,Thursday Jun 16,9:00 PM,"			 $15 - $30       ",
Matrix & Futurebound,Teddy Killerz,2016,Wednesday Jun 15,10:30 PM,"			 $15       ",
Whilk and Misky,Tigers Are Bad For Horses,2016,Wednesday Jun 15,7:00 PM,"			 $15       ",
"Royce da 5'9""","Grafh, Kid Vishis, Lonnie Moore, Passport Gift, Cris Streetz",2016,Sunday Jun 12,7:00 PM,"			 $20       ",
Gay Marvine,"DJ Lisa Frank, The NeedlExchange",2016,Saturday Jun 11,10:30 PM,"			 $8 - $10       ",
Beth Orton,Emmy the Great,2016,Saturday Jun 11,7:00 PM,"			 $25       ",
Sunshine Jones (live set) & Charles Feelgood,Ken Lazee,2016,Friday Jun 10,10:00 PM,"			 $10       ",
Green Velvet,Steve Kirn,2016,Thursday Jun 9,10:00 PM,"			 $15.00 - $25.00       ",
DC's Prince Birthday Tribute,"DJ Dredd, Axel F (Jahsonic & Adrian Loving)",2016,Tuesday Jun 7,8:00 PM,"			 $10.00       ",
Black Pistol Fire,Wanted Man,2016,Monday Jun 6,7:00 PM,"			 $15       ",
Feed Me Disco with Eau Claire,"Pat Lok, Bet Noire",2016,Saturday Jun 4,10:00 PM,"			 $10       ",
Mark Farina,"Joe L., Juan Zapata",2016,Friday Jun 3,10:00 PM,"			 $15       ",
Kaytranada (at 9:30 Club),Lou Phelps,2016,Friday Jun 3,10:00 PM,"			 $20       ",
Viceroy,DJ Provoke,2016,Thursday Jun 2,10:00 PM,"			 $20       ",
MSTRKRFT (live),Computer Magic,2016,Wednesday Jun 1,10:00 PM,"			 $18       ",
Elite Force,"DJ 2rip, Stuff & Things, Flyer Power",2016,Saturday May 28,10:00 PM,"			 $10       ",
Four Tet,Anthony Naples,2016,Friday May 27,10:00 PM,"			 $25       ",
TroyBoi,"GypZ, Trophiies",2016,Thursday May 26,10:00 PM,"			 $12       ",
The Summer Set,"Handsome Ghost, Royal Teeth, Call Me Karizma",2016,Tuesday May 24,7:00 PM,"			 $20       ",
Corinne Bailey Rae,,2016,Sunday May 22,7:00 PM,"			 $25       ",
pantyraid,Sketchy Pete,2016,Saturday May 21,11:00 PM,"			 $15       ",
Blaqk Audio,"Night Riots, Charming Liars",2016,Saturday May 21,6:00 PM,"			 $25       ",
Maxxi Soundsystem,Jimmy B,2016,Friday May 20,10:30 PM,"			 $10       ",
Digitalism Live,Nadastrom,2016,Friday May 20,7:00 PM,"			 $20       ",
Eats Everything,"Lauren Lane, Jandro",2016,Thursday May 19,10:30 PM,"			 $15       ",
Mykki Blanco (CANCELLED),"Enoch 7th Prophet, Omega",2016,Thursday May 19,7:00 PM,"			 $15       ",
JLIN,"Tripletrain, Native Sun, Panch & DJ Nezuzu",2016,Wednesday May 18,10:00 PM,"			 $10       ",
Jacob Whitesides,Shane Harper,2016,Wednesday May 18,7:00 PM,"			 $20       ",
Daybreaker DC feat. FDVM,,2016,Wednesday May 18,6:00 AM,"			 $18 - $35       ",
Floating Points (live),Hailu Mergia,2016,Tuesday May 17,7:00 PM,"			 $18       ",
Breakbot,"De Lux, MartÃ_n Miguel",2016,Saturday May 14,10:00 PM,"			 $15.00       ",
Rudimental (DJ Set),Hot Coffee,2016,Friday May 13,10:30 PM,"			 $20       ",
Half Moon Run,Jesse Mac Cormack,2016,Friday May 13,7:00 PM,"			 $20       ",
Claude VonStroke,Julius Jetson,2016,Thursday May 12,10:00 PM,"			 $15-25       ",
Opiuo,Qdup,2016,Wednesday May 11,10:30 PM,"			 $10-15       ",
BERNHOFT and The Shudderbugs,Jonny P,2016,Wednesday May 11,7:00 PM,"			 $20       ",
Animal Collective (DJ Set with Avey Tare & Geologist),Zem Su Yung,2016,Tuesday May 10,10:00 PM,"			 $10       ",
LÃ¥psley,Morly,2016,Monday May 9,7:00 PM,"			 $15       ",
Lukas Graham,Daye Jack,2016,Sunday May 8,7:00 PM,"			 $15       ",
REV909: Daft Punk/French House Tribute & Indie Dance Classics,"Will Eastman, Ozker",2016,Saturday May 7,10:00 PM,"			 $10       ",
PitchBlak Brass Band,"Nappy Riddem, Fort Knox Five ft. Qdup",2016,Saturday May 7,7:00 PM,,
Grum,Christauff b2b Dave Cortex,2016,Friday May 6,10:30 PM,"			 $15.00       ",
Lou Doillon,,2016,Friday May 6,7:00 PM,"			 $20       ",
Ã‚me (DJ Set),Solar,2016,Thursday May 5,10:30 PM,"			 $15       ",
Del the Funky Homosapien,Sean Anonymous,2016,Thursday May 5,7:00 PM,"			 $20       ",
Freddie Gibbs,"Jay IDK, Dutch Capital, NAPPYNAPPA",2016,Wednesday May 4,7:00 PM,"			 $20       ",
The Wild Feathers,"Shelters, Wanted Man",2016,Sunday May 1,7:00 PM,"			 $18       ",
Big Wild,"Chet Porter, Lean Quatifah",2016,Saturday Apr 30,11:00 PM,"			 $10       ",
Fat White Family / Dilly Dally,Laughing Man,2016,Saturday Apr 30,7:00 PM,"			 $15       ",
Hudson Mohawke,"Cos BV, Mathias",2016,Friday Apr 29,10:30 PM,"			 $17 - $25       ",
Miami Horror (at 9:30 Club),"Beacon, Will Eastman",2016,Friday Apr 29,10:00 PM,"			 $20       ",
Yuna,Bosco,2016,Friday Apr 29,7:00 PM,"			 $25       ",
Father,"Lord Narf, KCSB, Lui Diamonds",2016,Thursday Apr 28,8:00 PM,"			 $20       ",
Gent & Jawns,Tre Justice b2b 2rip b2b The Banditz,2016,Saturday Apr 23,10:30 PM,"			 $15       ",
2016 DMC Washington Regional DJ Battle,,2016,Saturday Apr 23,5:00 PM,"			 $10 - $15       ",
Steffi (Live) & Martyn,DJ Lisa Frank,2016,Friday Apr 22,10:00 PM,"			 $10.00       ",
Sliink & Brenmar,"Spicoli, Tastefaker",2016,Thursday Apr 21,10:30 PM,"			 $5.00 - $12.00       ",
Aurora,Tor Miller,2016,Thursday Apr 21,7:00 PM,"			 $15       ",
Gryffin (Live),"Love Thy Brother, Anthony Raad",2016,Wednesday Apr 20,10:00 PM,"			 $10.00 - $15.00       ",
Prof,"META, Seez Mics, DJ Fundo",2016,Sunday Apr 17,7:00 PM,"			 $15       ",
DJ Tennis,Remove Hyphen,2016,Saturday Apr 16,10:30 PM,"			 $10.00       ",
Coasts,"Knox Hamilton, Symmetry",2016,Saturday Apr 16,6:30 PM,"			 $16       ",
Gigamesh & Solidisco,Remote Ctrl,2016,Friday Apr 15,10:30 PM,"			 $10.00       ",
Le1f,TT The Artist,2016,Friday Apr 15,7:00 PM,"			 $15       ",
Mano Le Tough,The Drifter,2016,Thursday Apr 14,10:30 PM,"			 $5.00 - $15.00       ",
Eleanor Friedberger,"Icewater, The Duskwhales",2016,Thursday Apr 14,6:30 PM,"			 $15       ",
The Knocks (DJ Set),,2016,Sunday Apr 10,9:00 PM,"			 $15.00       ",
Prince Fox,"Special Guest: Stelouse, Ahh Ooh, Lean Quatifah",2016,Saturday Apr 9,10:30 PM,"			 $7 - $13       ",
Run River North,The Lighthouse & The Whaler,2016,Saturday Apr 9,7:00 PM,"			 $15       ",
Max Graham (open to close),,2016,Friday Apr 8,10:00 PM,"			 $15.00       ",
Ben Klock,Alex Gardel,2016,Thursday Apr 7,10:00 PM,"			 $15.00       ",
Baauer (at 9:30 Club),Graves,2016,Thursday Apr 7,10:00 PM,"			 $25       ",
Tiffany GouchÃ©,Amber Mimz,2016,Thursday Apr 7,6:30 PM,"			 $15       ",
Tantrum Desire & Original Sin,,2016,Wednesday Apr 6,10:30 PM,"			 $15 - $20       ",
Cloud Cult,BBGun,2016,Wednesday Apr 6,7:00 PM,"			 $20       ",
RÃœFÃœS DU SOL,Cassian,2016,Saturday Apr 2,11:00 PM,"			 $15.00       ",
TOBACCO,Lord RAJA,2016,Saturday Apr 2,7:00 PM,"			 $20       ",
Derrick Carter,Juan & Hugo (Team Zapata),2016,Friday Apr 1,10:30 PM,"			 $10.00       ",
Charlie Puth,"Phoebe Ryan, Sophie Beem",2016,Friday Apr 1,7:00 PM,"			 $20       ",
Deep Medi 10 Year Anniversary Tour,"Mala, Kahn & Neek, Gorgon Sound, Malleus",2016,Thursday Mar 31,10:00 PM,"			 $10.00 - $15.00       ",
So Far Gone Drake Night,,2016,Wednesday Mar 30,10:30 PM,"			 $5 - $10       ",
Skizzy Mars,P-Lo,2016,Wednesday Mar 30,7:00 PM,"			 $20       ",
Gin Wigmore,Matthew Santos,2016,Sunday Mar 27,7:00 PM,"			 $20       ",
Stanton Warriors,"Worthy, Proxxy & Lantern",2016,Saturday Mar 26,10:30 PM,"			 $15       ",
Stick Figure,"Fortunate Youth, Raging Fyah",2016,Saturday Mar 26,5:00 PM,"			 $15       ",
Way Out West (Live),"Guy Mantzur, Leo Lee",2016,Friday Mar 25,10:00 PM,"			 $15.00       ",
Fracture,"Moresounds, Erictronica b2b Refugee",2016,Thursday Mar 24,10:30 PM,"			 $12       ",
Majid Jordan,,2016,Thursday Mar 24,7:00 PM,"			 $15       ",
Blockhead & Eliot Lipp,,2016,Wednesday Mar 23,9:00 PM,"			 $8 - $15       ",
Wiki & Antwon (CANCELLED),NAPPYNAPPA,2016,Tuesday Mar 22,7:00 PM,"			 $20       ",
Hippie Sabotage,"Alex Wiley, Kembe X",2016,Monday Mar 21,7:00 PM,"			 $17       ",
Daphni (aka Caribou) DJ Set,,2016,Saturday Mar 19,10:00 PM,"			 $10       ",
XXYYXX,"Jim-E Stack, Cos BV",2016,Friday Mar 18,10:00 PM,"			 $15       ",
Detroit Swindle (Live),"Nadastrom, Will Eastman",2016,Thursday Mar 17,9:00 PM,"			 $15       ",
Marco Bailey,"rRoxymore, Dawit Eklund",2016,Saturday Mar 12,10:30 PM,"			 $10.00       ",
Eli Paperboy Reed,"Jeremy & The Harlequins, DJ Robert Fearless, DJ Baby Alcatraz",2016,Saturday Mar 12,7:00 PM,"			 $15       ",
DJ Dan,"Slynk, Malphunktion, Space Apes",2016,Friday Mar 11,10:30 PM,"			 $10       ",
Alt Nation Advanced Placement Tour,"POP ETC, Banners, The Moth & the Flame",2016,Friday Mar 11,7:00 PM,"			 $15       ",
Dusky,Chris Burns,2016,Thursday Mar 10,10:30 PM,"			 $15       ",
Hinds,Goodbye Honolulu,2016,Thursday Mar 10,7:00 PM,"			 $15       ",
Bag Raiders (Live),Plastic Plates,2016,Tuesday Mar 8,7:00 PM,"			 $20       ",
Goldfish,"Branx, Mr. Bonkerz",2016,Sunday Mar 6,9:00 PM,"			 $10.00 - $15.00       ",
Louis The Child,"Dirty Chocolate, Melvv, Lean Quatifah",2016,Saturday Mar 5,10:00 PM,"			 $10.00       ",
Haywyre,"Grabbitz, Melvv",2016,Friday Mar 4,11:00 PM,"			 $12.00       ",
A Great Big World,Secret Weapons,2016,Friday Mar 4,7:00 PM,"			 $25       ",
Tale Of Us,Rush Plus,2016,Thursday Mar 3,10:00 PM,,
Will Clarke,"Billy Kenny, Shawn Q",2016,Saturday Feb 27,10:00 PM,"			 $15.00       ",
Mathias Kaden (Live),"Benoit, Throe",2016,Friday Feb 26,10:30 PM,"			 $10       ",
White Ford Bronco,,2016,Friday Feb 26,7:00 PM,"			 $20       ",
Autograf,"Chet Porter, Synchronice",2016,Thursday Feb 25,10:00 PM,"			 $10.00 - $15.00       ",
Bondax & Friends,Karma Kid,2016,Wednesday Feb 24,10:30 PM,"			 $15.00       ",
Moon Hooch,"Box Era, Nature Boi",2016,Wednesday Feb 24,7:00 PM,"			 $17       ",
Vinyl Theatre & Finish Ticket,Irontom,2016,Tuesday Feb 23,7:00 PM,"			 $15       ",
Madeon (at 9:30 Club),Skylar Spence,2016,Sunday Feb 21,9:00 PM,"			 $30       ",
Le Youth,"Cerulean City, Chris Kennedy",2016,Saturday Feb 20,10:00 PM,"			 $10.00       ",
Maceo Plex,"YANÃ˜, Philip Goyette",2016,Friday Feb 19,10:00 PM,"			 $25       ",
Timo Maas,"Jandro, Rodd Sim",2016,Thursday Feb 18,10:00 PM,"			 $10.00       ",
Kat Dahlia,DJ Syphe,2016,Wednesday Feb 17,7:00 PM,"			 $20       ",
SafetySuit,Connell Cruise,2016,Tuesday Feb 16,7:00 PM,"			 $20       ",
Alison Wonderland,"Golden Features, 2rip vs. The Banditz",2016,Sunday Feb 14,10:00 PM,"			 $20.00       ",
Honey Soundsystem & Martyn,The NeedlExchange,2016,Saturday Feb 13,10:00 PM,"			 $5.00 - $10.00       ",
Baio,Wave Age,2016,Friday Feb 12,10:30 PM,"			 $10.00       ",
Hey Marseilles,Bad Bad Hats,2016,Friday Feb 12,Doors: 7:00 pm / Show: 7:00 pm ,"			 $15       ",
AraabMUZIK,"Nadus, Mathias",2016,Thursday Feb 11,10:00 PM,"			 $15.00       ",
So Far Gone Drake Night,"Gun$ Garcia, Magglezzz",2016,Wednesday Feb 10,10:00 PM,"			 $5.00 - $10.00       ",
Mardi Gras Carnivale,"Jonny Grave & the Tombstones, Footwerk, Party Like It's, Burlesque by Cherie Sweetbottom and Dainty Dandridge, and your host Brandon Wetherbee",2016,Tuesday Feb 9,7:00 PM,"			 $15       ",
RESCHEDULED to 4/9 PRINCE FOX,"Special Guest: Stelouse, Aah Ooh, Lean Quatifah",2016,Sunday Feb 7,10:00 PM,"			 $7.00       ",
Shiba San,"Ken Lazee, Nick Garcia",2016,Saturday Feb 6,10:30 PM,"			 $20.00       ",
KING,MUSINAH,2016,Saturday Feb 6,7:00 PM,"			 $15       ",
Victor Calderone,Sleepy & Boo,2016,Friday Feb 5,10:00 PM,"			 $15.00       ",
Hector,"Citizenn, Pirate Copy, Pete Zorba",2016,Thursday Feb 4,10:00 PM,"			 $10       ",
Feed Me Disco with Eau Claire,"with Special Guest The Golden Pony, Citizen Select",2016,Saturday Jan 30,10:00 PM,"			 $10.00       ",
&ME and Adam Port,DJ Lisa Frank,2016,Friday Jan 29,10:00 PM,"			 $12.00       ",
Seth Troxler (open to close),,2016,Thursday Jan 28,10:00 PM,"			 $5.00 - $15.00       ",
Liquid Stranger,"Space Jesus, Au5",2016,Wednesday Jan 27,10:30 PM,"			 $15.00 - $20.00       ",
Wet,Kelsey Lu,2016,Wednesday Jan 27,Doors: 7:00 pm / Show: 7:00 pm ,"			 $15       ",
POSTPONED to 4/29 Miami Horror (at 9:30 Club),"MOTHXR, Foreign Air",2016,Sunday Jan 24,10:00 PM,"			 $20       ",
Technasia,"Shaded (Live), Alex Eljaiek",2016,Saturday Jan 23,10:00 PM,"			 $15.00       ",
Tomsize,Willy Joy,2016,Thursday Jan 21,10:00 PM,"			 $12.00       ",
Horse Meat Disco,"DJ Lisa Frank, The NeedlExchange",2016,Saturday Jan 16,10:00 PM,"			 $5.00       ",
Chrome Sparks,"Moon Diagrams, Lance Neptune, David Hamilton b2b K-Cap",2016,Friday Jan 15,10:00 PM,"			 $12.00       ",
Treasure Fingers,"Landis Lapace, Wave Age",2016,Thursday Jan 14,10:00 PM,"			 $12.00       ",
Candyland,"Fight Clvb, Mathias",2016,Wednesday Jan 13,10:00 PM,"			 $20.00       ",
REV909: Daft Punk/French House tribute and Indie Dance classics with Will Eastman and O...,,2016,Saturday Jan 9,10:00 PM,"			 $10.00       ",
DJ Harvey & Young Marco,Graham Hatke,2016,Friday Jan 8,10:00 PM,"			 $15.00       ",
Dan Deacon (DJ Set),"James Nasty, Smudge",2016,Saturday Jan 2,10:00 PM,"			 $10.00       ",
New Years Day: It ain't over 'till the fat lady sings,"Rex Riot, Basscamp, Spinser Tracy, DJ Underdog, Lightwaves, Ayes Cold, Tropixxx (Mathias & Clown Prince)",2016,Friday Jan 1,10:00 PM,"			 $5.00       ",
Just Another New Year's Eve,"Nadastrom, Tittsworth, Ken Lazee",2015,Thursday Dec 31,10:00 PM,"			 $15.00       ",
So Far Gone Drake Night,"Gun$ Garcia, Magglezzz, Spicoli",2015,Tuesday Dec 29,10:00 PM,"			 $5.00       ",
Holy Slizzatrism Holiday Party,"Dougie F, Ras Nebyu, DJ K-Meta, Mista Selecta, Siimba Liives Long, Ayes Cold, Haile Supreme & Mus Matos",2015,Sunday Dec 27,9:00 PM,"			 $7.00       ",
Moon Boots,"Jacques Renault, Mr Bonkerz",2015,Saturday Dec 26,10:00 PM,"			 $15.00       ",
Beautiful Swimmers,Jack J,2015,Wednesday Dec 23,10:00 PM,"			 $10.00       ",
Home for the Holidays,"Jerome Baker III, DJ Spicoli, Spinser Tracy",2015,Tuesday Dec 22,10:00 PM,"			 $10.00 - $20.00       ",
Glide,,2015,Monday Dec 21,9:00 PM,,
