"","artist","main_genre"
"2973","Paul Potts","Classical"
"2974","The Hip","Rock"
"2975","AWOLNATION","Alternative rock"
"2976","Jazmine Sullivan","R&B"
"2977","Nightwish","Symphonic metal"
"2978","Parkway Drive","Metalcore"
"2979","Breaking Benjamin","Hard rock"
"2980","Falling In Reverse","Post-hardcore"
"2981","Paradise Fears","Alternative rock"
"2982","Andy Mineo","Christian hip hop"
"2983","Motionless In White","Metalcore"
"2984","Teyana Taylor","R&B"
"2985","Bebe Rexha","Pop"
"2986","ONE OK ROCK","Alternative rock]3]4]"
"2987","Joe Nichols","Country]3]"
"2988","Kip Moore","Country"
"2989","Rico Love","Hip hop"
"2990","Lindsay Ell","Country"
"2991","Jeremih","R&B"
"2992","Anderson .Paak","Hip hop"
"2993","Cam'ron","Hip hop"
"2994","Jack and Jack","Pop-rap"
"2995","Never Shout Never","Indie pop"
"2996","Eli Young Band","Country"
"2997","Sonata Arctica","Power metal"
"2998","Emblem3","Reggae pop"
"2999","Craig Morgan","Country"
"3000","DJ Qbert","Hip hop"
"3001","Reagan Youth","Punk rock"
"3002","Frankie Ballard","Country"
"3003","Armaan Malik",NA
"3004","Post Malone","Hip hop"
"3005","Kehlani","R&B"
"3006","Playboi Carti","Hip hop"
"3007","Pierce the Veil","Post-hardcore"
"3008","Lukas Graham","Pop"
"3009","Arkells","Alternative rock"
"3010","Salif Keita","Afro-pop"
"3011","YFN Lucci","Hip hop"
"3012","LOCASH","Country pop"
"3013","John Mark McMillan","Alternative rock"
"3014","Melendi","Pop"
"3015","Easton Corbin","Country"
"3016","Tee Grizzley","Hip hop"
"3017","Whitey Morgan","Ameripolitan"
"3018","The Magpie Salute","Blues rock"
"3019","Donald Fagen","Rock"
"3020","Brad Mehldau","Jazz"
"3021","Eartha Kitt","Vocal jazz"
"3022","Jimmy Vivino","Rock and roll"
"3023","Leslie West","Rock"
"3024","Bruce Hornsby & the Noisemakers","Improvisational multi-genre"
"3025","Yanni","Contemporary instrumental"
"3026","Pablo Milanes","Filin"
"3027","Daryl Hall","Rock"
"3028","Marcel Khalife",NA
"3029","David Bisbal","Latin pop"
"3030","Adnan Sami","Classical"
"3031","The Monkees","Rock"
"3032","Block B","K-pop"
"3033","Celtic Woman","Celtic"
"3034","Mohit Chauhan","Indian pop"
"3035","Syd Arthur","Alternative rock"
"3036","REO Speedwagon","Hard rock"
"3037","Joe Walsh","Hard rock"
"3038","Brit Floyd","Progressive rock"
"3039","Ebi","Persian Pop music"
"3040","Peter Gunz","Hip hop"
"3041","Travis Greene","Gospel"
"3042","Walker Hayes",NA
"3043","Daniel O'Donnell","Country"
"3044","Charlie Hunter Trio","Jazz"
"3045","Bruce Hornsby","Improvisational multi-genre"
"3046","Jack Bruce","Rock"
"3047","Clint Black","Country"
"3048","Dan Fogelberg","Rock"
"3049","Rita Coolidge","Pop"
"3050","Steve Miller Band","Blues rock"
"3051","Joss Stone","R&B"
"3052","The Temptations","R&B"
"3053","Luka Bloom","Folk"
"3054","Vassar Clements","Bluegrass"
"3055","G. Love",NA
"3056","Roger McGuinn","Rock"
"3057","Randy Travis","Country"
"3058","Battlefield Band","Scottish traditional music"
"3059","Noel Paul Stookey","Folk"
"3060","Susan Werner","Folk"
"3061","Willy Porter","Rock"
"3062","Tony Furtado","Bluegrass"
"3063","Keith Lockhart",NA
"3064","Country Joe & The Fish","Psychedelic rock"
"3065","UB40","Pop"
"3066","Lucy Kaplansky","FolkSinger-songwriter"
"3067","Patty Larkin","Folk rock"
"3068","Melissa Manchester","Pop"
"3069","Buckwheat Zydeco","Zydeco"
"3070","Roomful of Blues","Blues"
"3071","Cherish the Ladies","Irish folk music"
"3072","John Waite","Pop rock"
"3073","Gretchen Wilson","Country"
"3074","Trisha Yearwood","Country"
"3075","Donna Summer","Disco"
"3076","Will Hoge","Americana"
"3077","Naked Eyes","New wave"
"3078","Richard Shindell","Folk"
"3079","Boston Pops Orchestra","light classical music"
"3080","Bo Bice","Southern rock"
"3081","Doobie Brothers","Rock"
"3082","The Turtles","Sunshine pop"
"3083","BeauSoleil","Cajun"
"3084","Al di Meola","Jazz"
"3085","C.J. Chenier","Zydeco music"
"3086","Creedence Clearwater Revisited","Roots rock"
"3087","Stanley Clarke Trio","Jazz"
"3088","Ari Hest","Rock"
"3089","Chad & Jeremy","Folk"
"3090","Radney Foster","Country"
"3091","Jean-Luc Ponty","Jazz"
"3092","J.D. Souther","Rock"
"3093","The Holmes Brothers","Blues"
"3094","Hothouse Flowers","Alternative rock"
"3095","Anat Cohen","Jazz"
"3096","Nikki Yanofsky","Jazz"
"3097","Paul Barrere","Rock"
"3098","Ollabelle","Folk"
"3099","Ahn Trio","Classical"
"3100","Sam Bush","Bluegrass"
"3101","The Four Tops","Soul"
"3102","The Irish Rovers","Irish"
"3103","Peter Yarrow","Folk"
"3104","Rachel Barton Pine","ClassicalBaroqueHeavy metal"
"3105","Jane Siberry",NA
"3106","Carly Rae Jepsen","Pop"
"3107","Helen Reddy","Pop"
"3108","Michael Nesmith","Rock"
"3109","Holly Near","Social change music"
"3110","Canadian Tenors","Operatic pop"
"3111","Alastair Moock","Folk"
"3112","Eddie Money","Rock"
"3113","Crystal Bowersox","Rock"
"3114","Simon Townshend","Rock"
"3115","Kool & The Gang","Funk"
"3116","Sugar Ray","Alternative rock"
"3117","Culture Club","Pop"
"3118","A.R. Rahman","Film scores"
"3119","Kat Edmonson","Jazz"
"3120","Jonathan Biss","Classical"
"3121","Meghan Trainor","R&B"
"3122","Carlos Vives","Vallenato"
"3123","98 Degrees","Contemporary"
"3124","Aoife O'Donovan","Indie Folk"
"3125","John Paul White","Folk music"
"3126","Herb Alpert","Jazz"
"3127","Kevin Griffin","RockAlternative rock"
"3128","Willie Nile","Folk"
"3129","Delfeayo Marsalis","Jazz"
"3130","Bickram Ghosh","Indian classical music"
"3131","Cristina Pato","Latin"
"3132","The Swingles","Vocal group"
"3133","Bernhoft",NA
"3134","Deap Vally","Alternative rock"
"3135","Paco Pena","Flamenco"
"3136","The Okee Dokee Brothers","Children's"
"3137","Max Weinberg","Rock"
"3138","Frank Iero","Alternative rock"
"3139","Beth Ditto","Indie rock"
"3140","3TEETH","IndustrialIndustrial metal"
"3141","DakhaBrakha","Ethno-chaos"
"3142","Maya Jane Coles","Deep house"
"3143","Jack & Jack","Pop-rap"
"3144","Run River North","Folk rock"
"3145","Jazz Cartier","Hip hop"
"3146","The Gaslamp Killer","Psychedelia"
"3147","Too Many Zooz","Brass house"
"3148","Mod Sun","Alternative"
"3149","Jose James","Jazz"
"3150","A Tribe Called Red","Dance musicFirst Nations music"
"3151","Alle Farben","Tech house"
"3152","Barclay Crenshaw","House"
"3153","Mickey Avalon","Hip hop"
"3154","Isaiah Rashad","Hip hop"
"3155","Moon Hooch","jazz fusion"
"3156","D.R.A.M.","Hip hop"
"3157","Roy Woods","Hip hop"
"3158","The Paper Kites","Indie rock"
"3159","Swet Shop Boys","Hip hop"
"3160","Kool Keith","Hip hop"
"3161","Calum Scott","Pop"
"3162","Kero Kero Bonito","Indie pop"
"3163","Tensnake","House"
"3164","Skylar Grey","Pop"
"3165","Finish Ticket","Indie pop"
"3166","How To Dress Well","Ambient"
"3167","Kula Shaker","Psychedelic rock"
"3168","Selah Sue","Soul"
"3169","Bibi Bourelly","Soul"
"3170","SSION",NA
"3171","Vic Mensa","Hip hop"
"3172","Young Summer","Indie Pop"
"3173","DVSN","Alternative R&B"
"3174","Royce da 5'9""","Hip hop"
"3175","The Summer Set","Pop rock"
"3176","Breakbot","French house"
"3177","Half Moon Run","Indie rock"
"3178","Claude VonStroke","House"
"3179","Hudson Mohawke","Electronic"
"3180","Le1f","Hip hop"
"3181","Stick Figure","Roots reggae"
"3182","Eli Paperboy Reed","Soul"
"3183","Haywyre","EDM"
"3184","A Great Big World","Pop rock"
"3185","Maceo Plex","Deep house"
"3186","AraabMUZIK","Hip hop"
"3187","Eric Bellinger","R&B"
"3188","Kelela","Alternative R&B"
"3189","Seth Troxler","House"
"3190","Family of the Year","Indie rock"
"3191","GIVERS","Indie pop"
"3192","Jai Wolf","Electronic"
"3193","Raury","Alternative hip hop"
"3194","Strange Talk","Synthpop"
"3195","Mikky Ekko","Pop"
"3196","Andra Day","Soul"
"3197","Goldroom","Nu-disco"
"3198","Kenny Dope","House"
"3199","Mutemath","Alternative rock"
"3200","Sam Feldt","Deep house"
"3201","Robert DeLong","Electronic"
"3202","Mikal Cronin","Alternative rock"
"3203","SayWeCanFly","Emo"
"3204","Rita Ora","Pop"
"3205","Say Lou Lou","Dream pop"
"3206","Andy C","Drum and bass"
"3207","Erol Alkan","Electro house"
"3208","Skepta","Grime"
"3209","Little Boots","Electropop"
"3210","Son Lux","Post-rock"
"3211","Spor","Drum and bass"
"3212","Vinyl Theatre","Alternative rock"
"3213","Rubblebucket","Indie pop"
"3214","Seinabo Sey","Soul pop"
"3215","Sam Prekop","Electronic musicPost RockIndie rock"
"3216","Hiatus Kaiyote","Neo-soul"
"3217","Kitty, Daisy & Lewis","Rock and roll"
"3218","Matoma","Tropical house"
"3219","The Last Bison","Indie folk"
"3220","Shlohmo","Electronic"
"3221","Gui Boratto","House"
"3222","Jimmy Edgar","R&B"
"3223","Beardyman","Hip hop"
"3224","The Shadowboxers","Pop"
"3225","Les Sins","Chillwave"
"3226","Ryan Hemsworth","Electronic"
"3227","Sir Michael Rocks","Hip hop"
"3228","Daedelus","Hip hop"
"3229","Fred Falke","House"
"3230","Southern Culture on the Skids","Alternative rock"
"3231","Asgeir","Melodic folk"
"3232","Phaeleh","Ambient"
"3233","Paloma Faith","Pop"
"3234","Dub FX","Dub"
"3235","Bomba Estereo","Electro"
"3236","Heffron Drive","Dance-rock"
"3237","Rustie","Electronic"
"3238","Maztek","Drum and bass"
"3239","Nightmares on Wax","Electronica"
"3240","DJ Icey","Electronic"
"3241","People Under The Stairs","Hip hop"
"3242","Just Blaze","Hip hop"
"3243","Wolf Gang","Alternative rockIndie pop"
"3244","Chet Faker","Electronica"
"3245","The Haxan Cloak","Electronica"
"3246","Haerts","Indie pop"
"3247","Fanfarlo","Indie rock"
"3248","Factory Floor","Post-industrial"
"3249","The Colourist","Indie pop"
"3250","Adam Beyer","Techno"
"3251","Dimitri From Paris","Lounge"
"3252","Marco Benevento","Rock"
"3253","Nina Kraviz","techno"
"3254","NEEDTOBREATHE","Christian rock"
"3255","Black Prairie","Bluegrass"
"3256","Lapalux","Glitch"
"3257","Photek","Drum and bass"
"3258","Metro Area","House"
"3259","Jakwob","Electronica"
"3260","Cajmere","Techno"
"3261","AM & Shawn Lee","pop"
"3262","Ryan Beatty","Pop"
"3263","Passafire","Reggae rock"
"3264","Birdy Nam Nam","Instrumental hip hop"
"3265","Tyler The Creator","Hip hop"
"3266","DJ Muggs","Hip hop"
"3267","Mouse On Mars","IDM"
"3268","The Dunwells","Indie rock"
"3269","Fort Knox Five","Electronica"
"3270","Action Item","Pop rock"
"3271","Au5","Electronic"
"3272","Araabmuzik","Hip hop"
"3273","Cris Cab","Pop"
"3274","Classixx","Electronic"
"3275","Gonjasufi","Hip hop"
"3276","Maximo Park","Indie rock"
"3277","Gesaffelstein","Industrial House"
"3278","Sneaky Sound System","Dance"
"3279","The Company Band","Heavy metal"
"3280","Nona Hendryx","Funk"
"3281","Debo Band","EthiojazzEthiopian music"
"3282","K. Flay","Alternative hip hop"
"3283","Goth-Trad","Dubstep"
"3284","Afrika Bambaataa","Hip hop"
"3285","Lisa Shaw","House"
"3286","Le Castle Vania","Electronica"
"3287","Jill Barber","Folk rock"
"3288","John B","Drum and bass"
"3289","Yuksek","French house"
"3290","Maylene and the Sons of Disaster","Sludge metal"
"3291","Ewan Pearson","Electronic"
"3292","Dead Milkmen","Punk rock"
"3293","DJ Spinna","Electro-funk"
"3294","Buraka Som Sistema","Kuduro"
"3295","DJ Garth","House/Disco/Acid Rock"
"3296","Etienne De Crecy","Trip hop"
"3297","Ursula 1000","Trip hop"
"3298","Theo Parrish","Detroit techno"
"3299","Pantha du Prince","ElectronicMinimal TechnoMicrohouseDark ambient"
"3300","Prince Paul","Hip hop"
"3301","Odd Future Wolf Gang Kill Them All","Hip hop"
